"FriendlyName","Name","Class","Status","InstanceId","HID"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","System","OK","PCI\VEN_8086&DEV_204C&SUBSYS_07381028&REV_04\3&3AA59A3&0&90","PCI\VEN_8086&DEV_204C&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","System","OK","PCI\VEN_8086&DEV_204C&SUBSYS_07381028&REV_04\3&3AA59A3&0&90","PCI\VEN_8086&DEV_204C&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","System","OK","PCI\VEN_8086&DEV_204C&SUBSYS_07381028&REV_04\3&3AA59A3&0&90","PCI\VEN_8086&DEV_204C&CC_110100"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204C","System","OK","PCI\VEN_8086&DEV_204C&SUBSYS_07381028&REV_04\3&3AA59A3&0&90","PCI\VEN_8086&DEV_204C&CC_1101"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","System","OK","PCI\VEN_8086&DEV_204D&SUBSYS_07381028&REV_04\3&3AA59A3&0&91","PCI\VEN_8086&DEV_204D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","System","OK","PCI\VEN_8086&DEV_204D&SUBSYS_07381028&REV_04\3&3AA59A3&0&91","PCI\VEN_8086&DEV_204D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","System","OK","PCI\VEN_8086&DEV_204D&SUBSYS_07381028&REV_04\3&3AA59A3&0&91","PCI\VEN_8086&DEV_204D&CC_110100"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204D","System","OK","PCI\VEN_8086&DEV_204D&SUBSYS_07381028&REV_04\3&3AA59A3&0&91","PCI\VEN_8086&DEV_204D&CC_1101"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","System","OK","PCI\VEN_8086&DEV_204E&SUBSYS_07381028&REV_04\3&3AA59A3&0&92","PCI\VEN_8086&DEV_204E&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","System","OK","PCI\VEN_8086&DEV_204E&SUBSYS_07381028&REV_04\3&3AA59A3&0&92","PCI\VEN_8086&DEV_204E&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","System","OK","PCI\VEN_8086&DEV_204E&SUBSYS_07381028&REV_04\3&3AA59A3&0&92","PCI\VEN_8086&DEV_204E&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","System","OK","PCI\VEN_8086&DEV_204E&SUBSYS_07381028&REV_04\3&3AA59A3&0&92","PCI\VEN_8086&DEV_204E&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","System","OK","PCI\VEN_8086&DEV_2054&SUBSYS_07381028&REV_04\3&2411E6FE&0&E8","PCI\VEN_8086&DEV_2054&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","System","OK","PCI\VEN_8086&DEV_2054&SUBSYS_07381028&REV_04\3&2411E6FE&0&E8","PCI\VEN_8086&DEV_2054&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","System","OK","PCI\VEN_8086&DEV_2054&SUBSYS_07381028&REV_04\3&2411E6FE&0&E8","PCI\VEN_8086&DEV_2054&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","System","OK","PCI\VEN_8086&DEV_2054&SUBSYS_07381028&REV_04\3&2411E6FE&0&E8","PCI\VEN_8086&DEV_2054&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","System","OK","PCI\VEN_8086&DEV_2055&SUBSYS_07381028&REV_04\3&2411E6FE&0&E9","PCI\VEN_8086&DEV_2055&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","System","OK","PCI\VEN_8086&DEV_2055&SUBSYS_07381028&REV_04\3&2411E6FE&0&E9","PCI\VEN_8086&DEV_2055&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","System","OK","PCI\VEN_8086&DEV_2055&SUBSYS_07381028&REV_04\3&2411E6FE&0&E9","PCI\VEN_8086&DEV_2055&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2055","System","OK","PCI\VEN_8086&DEV_2055&SUBSYS_07381028&REV_04\3&2411E6FE&0&E9","PCI\VEN_8086&DEV_2055&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","System","OK","PCI\VEN_8086&DEV_2056&SUBSYS_07381028&REV_04\3&2411E6FE&0&EA","PCI\VEN_8086&DEV_2056&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","System","OK","PCI\VEN_8086&DEV_2056&SUBSYS_07381028&REV_04\3&2411E6FE&0&EA","PCI\VEN_8086&DEV_2056&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","System","OK","PCI\VEN_8086&DEV_2056&SUBSYS_07381028&REV_04\3&2411E6FE&0&EA","PCI\VEN_8086&DEV_2056&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","System","OK","PCI\VEN_8086&DEV_2056&SUBSYS_07381028&REV_04\3&2411E6FE&0&EA","PCI\VEN_8086&DEV_2056&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","System","OK","PCI\VEN_8086&DEV_2057&SUBSYS_07381028&REV_04\3&2411E6FE&0&EB","PCI\VEN_8086&DEV_2057&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","System","OK","PCI\VEN_8086&DEV_2057&SUBSYS_07381028&REV_04\3&2411E6FE&0&EB","PCI\VEN_8086&DEV_2057&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","System","OK","PCI\VEN_8086&DEV_2057&SUBSYS_07381028&REV_04\3&2411E6FE&0&EB","PCI\VEN_8086&DEV_2057&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","System","OK","PCI\VEN_8086&DEV_2057&SUBSYS_07381028&REV_04\3&2411E6FE&0&EB","PCI\VEN_8086&DEV_2057&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&40","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&40","PCI\VEN_8086&DEV_2066&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&40","PCI\VEN_8086&DEV_2066&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&40","PCI\VEN_8086&DEV_2066&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&48","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&48","PCI\VEN_8086&DEV_2066&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&48","PCI\VEN_8086&DEV_2066&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2066","System","OK","PCI\VEN_8086&DEV_2066&SUBSYS_07381028&REV_04\3&36CB97A3&0&48","PCI\VEN_8086&DEV_2066&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","System","OK","PCI\VEN_8086&DEV_2080&SUBSYS_07381028&REV_04\3&2411E6FE&0&F0","PCI\VEN_8086&DEV_2080&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","System","OK","PCI\VEN_8086&DEV_2080&SUBSYS_07381028&REV_04\3&2411E6FE&0&F0","PCI\VEN_8086&DEV_2080&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","System","OK","PCI\VEN_8086&DEV_2080&SUBSYS_07381028&REV_04\3&2411E6FE&0&F0","PCI\VEN_8086&DEV_2080&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2080","System","OK","PCI\VEN_8086&DEV_2080&SUBSYS_07381028&REV_04\3&2411E6FE&0&F0","PCI\VEN_8086&DEV_2080&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","System","OK","PCI\VEN_8086&DEV_2081&SUBSYS_07381028&REV_04\3&2411E6FE&0&F1","PCI\VEN_8086&DEV_2081&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","System","OK","PCI\VEN_8086&DEV_2081&SUBSYS_07381028&REV_04\3&2411E6FE&0&F1","PCI\VEN_8086&DEV_2081&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","System","OK","PCI\VEN_8086&DEV_2081&SUBSYS_07381028&REV_04\3&2411E6FE&0&F1","PCI\VEN_8086&DEV_2081&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2081","System","OK","PCI\VEN_8086&DEV_2081&SUBSYS_07381028&REV_04\3&2411E6FE&0&F1","PCI\VEN_8086&DEV_2081&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","System","OK","PCI\VEN_8086&DEV_2082&SUBSYS_07381028&REV_04\3&2411E6FE&0&F2","PCI\VEN_8086&DEV_2082&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","System","OK","PCI\VEN_8086&DEV_2082&SUBSYS_07381028&REV_04\3&2411E6FE&0&F2","PCI\VEN_8086&DEV_2082&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","System","OK","PCI\VEN_8086&DEV_2082&SUBSYS_07381028&REV_04\3&2411E6FE&0&F2","PCI\VEN_8086&DEV_2082&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","System","OK","PCI\VEN_8086&DEV_2082&SUBSYS_07381028&REV_04\3&2411E6FE&0&F2","PCI\VEN_8086&DEV_2082&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","System","OK","PCI\VEN_8086&DEV_2083&SUBSYS_07381028&REV_04\3&2411E6FE&0&F3","PCI\VEN_8086&DEV_2083&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","System","OK","PCI\VEN_8086&DEV_2083&SUBSYS_07381028&REV_04\3&2411E6FE&0&F3","PCI\VEN_8086&DEV_2083&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","System","OK","PCI\VEN_8086&DEV_2083&SUBSYS_07381028&REV_04\3&2411E6FE&0&F3","PCI\VEN_8086&DEV_2083&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2083","System","OK","PCI\VEN_8086&DEV_2083&SUBSYS_07381028&REV_04\3&2411E6FE&0&F3","PCI\VEN_8086&DEV_2083&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","System","OK","PCI\VEN_8086&DEV_2084&SUBSYS_07381028&REV_04\3&2411E6FE&0&F4","PCI\VEN_8086&DEV_2084&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","System","OK","PCI\VEN_8086&DEV_2084&SUBSYS_07381028&REV_04\3&2411E6FE&0&F4","PCI\VEN_8086&DEV_2084&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","System","OK","PCI\VEN_8086&DEV_2084&SUBSYS_07381028&REV_04\3&2411E6FE&0&F4","PCI\VEN_8086&DEV_2084&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2084","System","OK","PCI\VEN_8086&DEV_2084&SUBSYS_07381028&REV_04\3&2411E6FE&0&F4","PCI\VEN_8086&DEV_2084&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","System","OK","PCI\VEN_8086&DEV_2085&SUBSYS_07381028&REV_04\3&2411E6FE&0&F5","PCI\VEN_8086&DEV_2085&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","System","OK","PCI\VEN_8086&DEV_2085&SUBSYS_07381028&REV_04\3&2411E6FE&0&F5","PCI\VEN_8086&DEV_2085&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","System","OK","PCI\VEN_8086&DEV_2085&SUBSYS_07381028&REV_04\3&2411E6FE&0&F5","PCI\VEN_8086&DEV_2085&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","System","OK","PCI\VEN_8086&DEV_2085&SUBSYS_07381028&REV_04\3&2411E6FE&0&F5","PCI\VEN_8086&DEV_2085&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","System","OK","PCI\VEN_8086&DEV_2086&SUBSYS_07381028&REV_04\3&2411E6FE&0&F6","PCI\VEN_8086&DEV_2086&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","System","OK","PCI\VEN_8086&DEV_2086&SUBSYS_07381028&REV_04\3&2411E6FE&0&F6","PCI\VEN_8086&DEV_2086&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","System","OK","PCI\VEN_8086&DEV_2086&SUBSYS_07381028&REV_04\3&2411E6FE&0&F6","PCI\VEN_8086&DEV_2086&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2086","System","OK","PCI\VEN_8086&DEV_2086&SUBSYS_07381028&REV_04\3&2411E6FE&0&F6","PCI\VEN_8086&DEV_2086&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&40","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&40","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&40","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&40","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&41","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&41","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&41","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&41","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&42","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&42","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&42","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&42","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&43","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&43","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&43","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&43","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&44","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&44","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&44","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&44","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&45","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&45","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&45","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&45","PCI\VEN_8086&DEV_208D&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&46","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&46","PCI\VEN_8086&DEV_208D&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&46","PCI\VEN_8086&DEV_208D&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System","OK","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&46","PCI\VEN_8086&DEV_208D&CC_0880"
